,PM2.5,PM10,SO2,NO2,CO,O3,U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lon,date,IAQI_SO2,IAQI_NO2,IAQI_PM10,IAQI_CO,IAQI_O3,IAQI_PM25,IAQI
10510,14.65,15.2,1.37,0.55,0.15,88.46,3.88,4.26,271.4,93.67,52724.54,"89.96,30.02",2013-10-1,1.37,0.6875,15.2,3.75,44.23,20.92857142857143,44.23
10520,15.64,16.62,1.82,0.91,0.15,83.1,-0.07,4.29,274.67,90.41,57228.48,"91.51,30.2",2013-10-1,1.82,1.1375,16.62,3.75,41.55,22.342857142857145,41.55
10530,17.08,17.61,1.99,0.37,0.14,90.61,-2.51,4.05,271.51,96.95,55606.44,"93.08,30.36",2013-10-1,1.99,0.4625,17.61,3.5000000000000004,45.305,24.4,45.305
10540,15.81,16.27,1.93,0.29,0.13,92.21,-1.92,3.08,271.55,98.21,56566.36,"94.65,30.5",2013-10-1,1.93,0.3625,16.27,3.25,46.105,22.585714285714285,46.105
10550,11.38,11.7,1.27,0.6,0.12,84.31,-0.79,0.38,275.69,80.16,59135.52,"96.22,30.63",2013-10-1,1.27,0.75,11.7,3.0,42.155,16.25714285714286,42.155
10560,10.09,10.35,1.0,0.46,0.12,78.1,-2.15,-0.28,276.25,82.14,60947.46,"97.8,30.73",2013-10-1,1.0,0.5750000000000001,10.35,3.0,39.05,14.414285714285715,39.05
10570,9.7,9.96,0.85,0.75,0.12,80.74,-3.3,0.4,273.54,87.57,58618.46,"99.38,30.81",2013-10-1,0.85,0.9375,9.96,3.0,40.37,13.857142857142856,40.37
10580,10.37,10.77,1.54,1.03,0.13,79.59,-0.96,-2.68,277.18,77.24,63133.02,"100.96,30.87",2013-10-1,1.54,1.2875,10.77,3.25,39.795,14.814285714285713,39.795
10590,46.01,50.24,10.35,2.59,0.3,87.42,-0.35,0.78,274.88,95.74,63965.43,"102.54,30.91",2013-10-1,10.35,3.2375,50.120000000000005,7.5,43.71,63.762499999999996,63.762499999999996
10600,68.18,99.3,20.21,31.96,0.82,65.82,-0.47,-0.93,296.32,45.69,95705.77,"104.13,30.94",2013-10-1,20.21,39.95,74.65,20.5,32.91,91.47500000000001,91.47500000000001
10610,76.22,94.01,12.48,17.6,0.88,51.82,-1.44,-0.95,295.5,50.37,96876.75,"105.71,30.94",2013-10-1,12.48,22.0,72.005,22.0,25.91,101.525,101.525
10620,92.25,117.58,26.47,29.9,0.96,44.22,0.13,3.29,294.31,56.57,96681.55,"107.3,30.92",2013-10-1,26.47,37.375,83.78999999999999,24.0,22.11,121.5625,121.5625
10630,65.14,72.14,43.34,10.27,0.43,80.53,-0.28,-0.04,293.9,49.15,96554.48,"108.88,30.88",2013-10-1,43.34,12.837499999999999,61.07,10.75,40.265,87.675,87.675
10640,66.36,73.02,37.27,6.02,0.41,91.08,2.55,0.54,291.09,53.65,90326.14,"110.47,30.82",2013-10-1,37.27,7.5249999999999995,61.51,10.25,45.54,89.2,89.2
10650,77.8,90.68,59.16,18.44,0.59,96.82,0.05,-0.68,295.19,58.24,100932.6,"112.05,30.74",2013-10-1,54.58,23.05,70.34,14.75,48.41,103.5,103.5
10660,69.41,101.28,22.16,46.07,0.68,86.3,-0.33,-0.05,295.04,65.81,101438.48,"113.62,30.64",2013-10-1,22.16,57.5875,75.64,17.0,43.15,93.01249999999999,93.01249999999999
10670,48.02,57.81,12.94,17.9,0.46,84.36,-1.43,-2.3,295.02,59.71,101004.28,"115.2,30.52",2013-10-1,12.94,22.375,53.905,11.5,42.18,66.275,66.275
10680,41.21,53.88,14.56,15.98,0.46,67.1,-2.37,-3.76,294.16,71.21,101397.55,"116.77,30.38",2013-10-1,14.56,19.975,51.94,11.5,33.55,57.7625,57.7625
10690,43.88,53.08,11.81,15.54,0.51,83.71,-0.86,-1.79,290.98,78.68,96475.48,"118.33,30.22",2013-10-1,11.81,19.424999999999997,51.54,12.75,41.855,61.1,61.1
10700,51.48,73.9,20.83,40.53,0.7,66.97,0.03,-2.84,293.07,78.03,100505.66,"119.89,30.04",2013-10-1,20.83,50.6625,61.95,17.5,33.485,70.6,70.6
10710,39.49,65.07,15.85,38.49,0.75,81.46,2.5,-4.51,295.41,74.49,101139.69,"121.44,29.84",2013-10-1,15.85,48.112500000000004,57.535,18.75,40.73,55.612500000000004,57.535
10720,22.63,23.63,2.21,0.6,0.19,78.33,5.14,0.45,276.85,68.6,57293.29,"84.99,29.44",2013-10-1,2.21,0.75,23.63,4.75,39.165,32.32857142857143,39.165
10730,18.96,19.79,1.71,0.32,0.18,87.61,6.19,2.04,271.57,87.27,52177.71,"86.53,29.68",2013-10-1,1.71,0.4,19.79,4.5,43.805,27.08571428571429,43.805
10740,14.88,15.57,1.32,0.4,0.17,86.12,3.84,2.21,275.19,80.07,55462.82,"88.07,29.91",2013-10-1,1.32,0.5,15.57,4.25,43.06,21.25714285714286,43.06
10750,15.12,15.68,1.33,0.44,0.15,85.75,3.61,4.17,271.58,95.95,52984.16,"89.62,30.11",2013-10-1,1.33,0.55,15.68,3.75,42.875,21.599999999999998,42.875
10760,14.05,15.01,1.6,0.99,0.15,85.46,0.57,4.68,275.18,87.82,57705.75,"91.18,30.3",2013-10-1,1.6,1.2375,15.01,3.75,42.73,20.071428571428573,42.73
10770,16.41,16.84,2.04,0.33,0.14,91.71,-3.3,5.77,271.71,90.75,54583.1,"92.75,30.47",2013-10-1,2.04,0.41250000000000003,16.84,3.5000000000000004,45.855,23.442857142857143,45.855
10780,16.05,16.53,2.12,0.28,0.13,91.39,-1.87,4.12,272.31,96.72,57257.58,"94.32,30.61",2013-10-1,2.12,0.35000000000000003,16.53,3.25,45.695,22.92857142857143,45.695
10790,11.31,11.64,1.26,0.76,0.12,85.58,-2.14,1.03,276.6,77.18,60224.04,"95.89,30.74",2013-10-1,1.26,0.95,11.64,3.0,42.79,16.15714285714286,42.79
10800,10.17,10.44,1.01,0.61,0.12,77.0,-1.2,2.03,277.79,77.31,62348.95,"97.47,30.85",2013-10-1,1.01,0.7625,10.44,3.0,38.5,14.528571428571428,38.5
10810,8.73,8.97,0.81,0.83,0.12,75.75,-3.27,-0.3,277.57,73.29,61922.1,"99.05,30.93",2013-10-1,0.81,1.0374999999999999,8.97,3.0,37.875,12.471428571428572,37.875
10820,8.57,8.83,0.85,0.73,0.12,85.21,-3.77,-3.01,274.05,80.54,59510.77,"100.63,31.0",2013-10-1,0.85,0.9125,8.83,3.0,42.605,12.242857142857144,42.605
10830,31.69,32.98,8.78,1.53,0.23,82.93,-0.33,0.06,278.4,80.87,66725.09,"102.22,31.04",2013-10-1,8.78,1.9125,32.98,5.75,41.465,45.27142857142857,45.27142857142857
10840,54.42,69.51,15.53,12.48,0.52,88.33,0.89,-1.54,294.94,46.3,93473.05,"103.81,31.07",2013-10-1,15.53,15.600000000000001,59.755,13.0,44.165,74.275,74.275
10850,58.4,71.79,8.75,12.18,0.65,69.18,-0.42,-2.0,295.89,50.28,96561.25,"105.4,31.07",2013-10-1,8.75,15.225,60.895,16.25,34.59,79.25,79.25
10860,93.95,121.49,27.15,35.32,1.01,37.52,0.27,2.49,295.01,54.72,97639.75,"106.99,31.06",2013-10-1,27.15,44.15,85.745,25.25,18.76,123.6875,123.6875
10870,70.16,78.13,48.03,12.86,0.48,76.16,-1.25,0.11,293.73,52.13,96058.57,"108.57,31.02",2013-10-1,48.03,16.075,64.065,12.0,38.08,93.94999999999999,93.94999999999999
10880,66.49,72.93,36.84,6.53,0.41,90.0,3.5,0.61,289.77,56.2,89347.28,"110.16,30.97",2013-10-1,36.84,8.1625,61.465,10.25,45.0,89.3625,89.3625
10890,83.83,96.37,80.86,18.11,0.57,92.98,0.8,-0.62,295.09,55.73,99347.17,"111.74,30.89",2013-10-1,65.43,22.6375,73.185,14.249999999999998,46.49,111.0375,111.0375
10900,66.42,91.75,22.45,41.55,0.61,90.03,-0.33,-0.78,294.83,65.09,101367.92,"113.32,30.79",2013-10-1,22.45,51.9375,70.875,15.25,45.015,89.275,89.275
10910,52.9,65.57,13.22,23.58,0.5,86.65,-2.38,-1.2,294.97,59.42,101270.55,"114.9,30.68",2013-10-1,13.22,29.474999999999998,57.785,12.5,43.325,72.375,72.375
10920,35.83,46.69,11.74,11.45,0.4,71.63,-2.17,-3.85,294.08,69.4,100677.93,"116.47,30.54",2013-10-1,11.74,14.3125,46.69,10.0,35.815,51.037499999999994,51.037499999999994
10930,43.77,55.72,12.68,17.34,0.58,81.68,-1.03,-1.3,292.69,73.94,99830.41,"118.04,30.39",2013-10-1,12.68,21.675,52.86,14.499999999999998,40.84,60.962500000000006,60.962500000000006
10940,40.75,55.06,13.92,29.06,0.59,74.03,-0.92,-3.88,293.41,73.17,99149.45,"119.6,30.21",2013-10-1,13.92,36.324999999999996,52.53,14.75,37.015,57.1875,57.1875
10950,43.84,69.48,18.26,41.18,0.77,79.66,1.59,-3.75,294.71,76.34,100566.05,"121.15,30.01",2013-10-1,18.26,51.475,59.74,19.25,39.83,61.050000000000004,61.050000000000004
10960,24.48,25.54,2.41,0.56,0.2,80.1,3.15,5.28,274.92,78.87,56606.38,"84.04,29.42",2013-10-1,2.41,0.7000000000000001,25.54,5.0,40.05,34.971428571428575,40.05
10970,21.64,22.58,1.99,0.34,0.19,82.73,7.58,0.66,272.93,79.35,53267.43,"85.57,29.67",2013-10-1,1.99,0.42500000000000004,22.58,4.75,41.365,30.914285714285715,41.365
10980,16.21,16.94,1.45,0.29,0.17,88.55,5.06,2.5,273.51,79.87,53375.83,"87.12,29.91",2013-10-1,1.45,0.3625,16.94,4.25,44.275,23.15714285714286,44.275
10990,13.31,13.91,1.05,0.33,0.16,85.51,3.63,1.66,273.34,91.53,54391.25,"88.67,30.13",2013-10-1,1.05,0.41250000000000003,13.91,4.0,42.755,19.014285714285716,42.755
11000,11.69,12.17,1.08,0.34,0.14,94.06,2.1,3.4,272.38,84.84,53210.87,"90.22,30.33",2013-10-1,1.08,0.42500000000000004,12.17,3.5000000000000004,47.03,16.7,47.03
11010,15.74,16.26,1.7,0.39,0.14,88.33,-0.93,4.88,273.58,87.25,55714.38,"91.79,30.5",2013-10-1,1.7,0.48750000000000004,16.26,3.5000000000000004,44.165,22.485714285714288,44.165
11020,16.31,16.8,1.97,0.37,0.14,92.56,-3.42,6.15,272.91,86.45,56403.49,"93.36,30.66",2013-10-1,1.97,0.4625,16.8,3.5000000000000004,46.28,23.299999999999997,46.28
11030,15.4,15.86,2.01,0.41,0.13,95.43,0.87,5.02,272.45,84.19,55843.78,"94.93,30.8",2013-10-1,2.01,0.5125,15.86,3.25,47.715,22.0,47.715
11040,9.42,9.66,0.89,0.8,0.12,83.97,-2.89,-0.04,274.34,78.94,57947.72,"96.51,30.92",2013-10-1,0.89,1.0,9.66,3.0,41.985,13.457142857142857,41.985
11050,8.68,8.89,0.7,0.69,0.12,75.02,-1.15,1.07,276.77,78.52,62081.02,"98.09,31.02",2013-10-1,0.7,0.8624999999999999,8.89,3.0,37.51,12.4,37.51
11060,8.34,8.56,0.63,1.06,0.12,78.03,-2.04,0.21,274.51,80.58,59857.93,"99.68,31.1",2013-10-1,0.63,1.3250000000000002,8.56,3.0,39.015,11.914285714285715,39.015
11070,10.15,10.55,1.33,0.78,0.13,85.22,-3.01,-2.52,273.32,85.16,59355.29,"101.26,31.15",2013-10-1,1.33,0.9750000000000001,10.55,3.25,42.61,14.5,42.61
11080,38.4,41.93,7.54,2.46,0.27,85.48,0.91,-0.68,273.02,93.7,60136.3,"102.85,31.19",2013-10-1,7.54,3.075,41.93,6.75,42.74,54.25,54.25
11090,60.34,79.35,18.8,19.7,0.67,75.33,-0.48,-1.93,295.71,47.46,95544.91,"104.44,31.21",2013-10-1,18.8,24.625,64.675,16.75,37.665,81.67500000000001,81.67500000000001
11100,72.63,87.83,15.16,16.57,0.82,62.43,0.33,-0.92,295.97,49.58,97549.41,"106.03,31.21",2013-10-1,15.16,20.7125,68.91499999999999,20.5,31.215,97.0375,97.0375
11110,82.28,98.26,41.38,25.36,0.73,48.74,-1.54,2.26,294.48,52.61,96505.22,"107.62,31.18",2013-10-1,41.38,31.7,74.13,18.25,24.37,109.1,109.1
11120,60.27,66.33,34.37,7.54,0.39,84.95,-0.29,-1.13,292.83,51.01,93993.49,"109.21,31.14",2013-10-1,34.37,9.425,58.165,9.75,42.475,81.5875,81.5875
11130,66.9,74.14,42.54,6.27,0.41,92.33,1.11,-1.08,291.71,57.55,92205.3,"110.8,31.08",2013-10-1,42.54,7.8374999999999995,62.07,10.25,46.165,89.875,89.875
11140,61.92,74.78,26.13,17.14,0.52,96.97,-0.24,-0.45,294.59,63.33,100894.97,"112.38,30.99",2013-10-1,26.13,21.425,62.39,13.0,48.485,83.65,83.65
11150,65.3,89.04,17.52,52.82,0.62,81.29,-1.4,-1.06,295.15,62.66,101412.87,"113.97,30.89",2013-10-1,17.52,66.025,69.52000000000001,15.5,40.645,87.875,87.875
11160,31.72,37.99,8.38,9.48,0.34,83.05,-2.38,-2.19,294.32,59.66,99297.51,"115.54,30.76",2013-10-1,8.38,11.850000000000001,37.99,8.5,41.525,45.31428571428572,45.31428571428572
11170,43.41,60.21,17.28,21.83,0.54,68.33,-2.64,-2.65,294.97,72.76,101524.12,"117.12,30.62",2013-10-1,17.28,27.287499999999998,55.105000000000004,13.5,34.165,60.512499999999996,60.512499999999996
11180,41.33,54.96,10.32,18.12,0.58,80.93,-1.58,-2.54,291.17,79.0,97133.59,"118.68,30.45",2013-10-1,10.32,22.650000000000002,52.480000000000004,14.499999999999998,40.465,57.912499999999994,57.912499999999994
11190,49.75,78.54,23.13,46.68,0.76,59.3,0.78,-4.12,294.47,72.65,101571.0,"120.24,30.27",2013-10-1,23.13,58.35,64.27000000000001,19.0,29.65,68.4375,68.4375
11200,25.48,26.53,2.51,0.53,0.2,85.32,6.55,2.67,273.1,81.16,54389.51,"83.55,29.47",2013-10-1,2.51,0.6625000000000001,26.53,5.0,42.66,36.4,42.66
11210,22.28,23.26,2.03,0.39,0.19,79.9,4.82,2.67,273.48,80.36,54185.5,"85.08,29.73",2013-10-1,2.03,0.48750000000000004,23.26,4.75,39.95,31.82857142857143,39.95
11220,16.64,17.44,1.43,0.27,0.17,89.8,6.3,2.31,273.6,78.0,53519.16,"86.63,29.97",2013-10-1,1.43,0.3375,17.44,4.25,44.9,23.771428571428572,44.9
11230,12.78,13.38,1.06,0.28,0.16,88.48,3.02,0.76,273.15,87.91,53817.25,"88.18,30.2",2013-10-1,1.06,0.35000000000000003,13.38,4.0,44.24,18.257142857142856,44.24
11240,13.32,13.86,1.12,0.34,0.15,88.92,2.36,2.21,273.62,88.26,54913.94,"89.73,30.4",2013-10-1,1.12,0.42500000000000004,13.86,3.75,44.46,19.02857142857143,44.46
11250,13.91,14.4,1.43,0.45,0.14,89.05,-0.79,3.52,275.05,87.59,57948.3,"91.3,30.59",2013-10-1,1.43,0.5625,14.4,3.5000000000000004,44.525,19.871428571428574,44.525
11260,15.75,16.26,1.91,0.32,0.14,93.94,-2.82,6.59,272.43,85.43,55046.56,"92.87,30.75",2013-10-1,1.91,0.4,16.26,3.5000000000000004,46.97,22.5,46.97
11270,15.34,15.78,2.05,0.26,0.13,93.87,0.65,4.85,271.75,91.06,55814.3,"94.44,30.9",2013-10-1,2.05,0.325,15.78,3.25,46.935,21.914285714285715,46.935
11280,8.81,9.05,0.87,0.71,0.12,85.85,-2.75,0.32,274.46,79.82,58349.95,"96.02,31.02",2013-10-1,0.87,0.8875,9.05,3.0,42.925,12.585714285714287,42.925
11290,9.19,9.41,0.78,0.51,0.12,77.57,-1.99,1.55,273.98,83.46,58204.64,"97.6,31.13",2013-10-1,0.78,0.6375,9.41,3.0,38.785,13.128571428571428,38.785
11300,8.07,8.28,0.6,1.12,0.12,74.94,-3.75,-0.1,275.66,76.89,61084.82,"99.19,31.21",2013-10-1,0.6,1.4000000000000001,8.28,3.0,37.47,11.528571428571428,37.47
11310,9.07,9.36,0.93,1.15,0.13,79.67,1.14,-1.22,279.46,67.5,65680.58,"100.78,31.28",2013-10-1,0.93,1.4375,9.36,3.25,39.835,12.957142857142857,39.835
11320,24.41,25.82,4.85,1.59,0.2,81.31,0.53,-1.15,274.09,92.06,61302.65,"102.37,31.32",2013-10-1,4.85,1.9875,25.82,5.0,40.655,34.871428571428574,40.655
11330,62.22,75.92,16.57,12.26,0.53,85.29,0.03,1.79,288.05,63.47,84352.62,"103.96,31.34",2013-10-1,16.57,15.325,62.96,13.25,42.645,84.025,84.025
11340,54.99,66.39,10.05,8.46,0.58,74.12,-0.55,-2.55,295.11,49.08,95319.54,"105.56,31.35",2013-10-1,10.05,10.575000000000001,58.195,14.499999999999998,37.06,74.98750000000001,74.98750000000001
11350,81.34,97.57,30.65,23.03,0.76,46.38,-1.96,2.24,294.61,53.03,96290.91,"107.15,31.33",2013-10-1,30.65,28.7875,73.785,19.0,23.19,107.92500000000001,107.92500000000001
11360,57.16,62.62,29.95,7.16,0.37,84.37,-1.33,-1.11,292.73,50.52,93018.45,"108.74,31.29",2013-10-1,29.95,8.95,56.31,9.25,42.185,77.69999999999999,77.69999999999999
11370,49.11,53.37,22.22,3.73,0.31,89.72,2.53,-1.74,291.67,49.23,90206.84,"110.33,31.23",2013-10-1,22.22,4.6625,51.685,7.75,44.86,67.6375,67.6375
11380,71.89,81.87,66.83,16.2,0.5,92.86,0.39,-0.09,294.72,56.64,98661.35,"111.92,31.15",2013-10-1,58.415,20.25,65.935,12.5,46.43,96.1125,96.1125
11390,64.47,84.7,15.66,35.74,0.53,94.1,-0.91,-0.64,294.58,64.9,101203.55,"113.5,31.06",2013-10-1,15.66,44.675000000000004,67.35,13.25,47.05,86.8375,86.8375
11400,41.43,48.68,12.38,15.25,0.41,86.97,-2.55,-1.11,294.21,57.89,98687.24,"115.09,30.94",2013-10-1,12.38,19.0625,48.68,10.25,43.485,58.0375,58.0375
11410,36.07,47.47,9.82,10.37,0.42,71.68,-2.02,-3.6,294.0,69.1,100494.06,"116.66,30.8",2013-10-1,9.82,12.962499999999999,47.47,10.5,35.84,51.3375,51.3375
11420,47.29,65.64,13.02,21.86,0.77,76.81,-1.83,-2.02,293.04,72.61,100095.06,"118.23,30.64",2013-10-1,13.02,27.325,57.82,19.25,38.405,65.3625,65.3625
11430,42.54,59.91,14.35,35.69,0.64,66.84,1.13,-3.66,293.16,75.98,99508.43,"119.8,30.46",2013-10-1,14.35,44.6125,54.955,16.0,33.42,59.425,59.425
11440,24.47,25.5,2.38,0.48,0.2,82.55,5.13,1.24,275.78,69.44,56509.19,"83.67,29.63",2013-10-1,2.38,0.6,25.5,5.0,41.275,34.957142857142856,41.275
11450,20.81,21.73,1.85,0.3,0.19,85.59,5.43,3.84,271.96,82.06,52550.35,"85.21,29.89",2013-10-1,1.85,0.375,21.73,4.75,42.795,29.728571428571428,42.795
11460,14.73,15.45,1.31,0.23,0.17,89.0,6.13,2.38,273.85,77.36,53599.58,"86.75,30.13",2013-10-1,1.31,0.28750000000000003,15.45,4.25,44.5,21.042857142857144,44.5
11470,10.74,11.25,0.88,0.24,0.15,88.91,2.38,0.73,272.53,89.93,53306.59,"88.31,30.35",2013-10-1,0.88,0.3,11.25,3.75,44.455,15.342857142857143,44.455
11480,11.55,12.04,1.0,0.29,0.15,92.2,0.89,1.12,274.03,87.78,55523.56,"89.87,30.56",2013-10-1,1.0,0.3625,12.04,3.75,46.1,16.5,46.1
11490,14.35,14.81,1.42,0.42,0.14,88.98,-1.05,4.7,271.85,95.94,54810.74,"91.43,30.74",2013-10-1,1.42,0.525,14.81,3.5000000000000004,44.49,20.5,44.49
11500,15.8,16.29,1.87,0.3,0.14,93.71,-3.45,6.67,271.72,91.91,55129.21,"93.01,30.9",2013-10-1,1.87,0.375,16.29,3.5000000000000004,46.855,22.571428571428573,46.855
11510,12.96,13.34,1.48,0.41,0.13,88.95,-0.8,2.42,274.4,81.32,58100.16,"94.58,31.05",2013-10-1,1.48,0.5125,13.34,3.25,44.475,18.514285714285716,44.475
11520,8.35,8.56,0.73,0.78,0.12,84.61,-3.49,-0.23,274.07,79.18,58357.81,"96.17,31.17",2013-10-1,0.73,0.9750000000000001,8.56,3.0,42.305,11.928571428571429,42.305
11530,8.33,8.53,0.68,0.62,0.12,76.97,-1.98,1.76,275.2,77.82,59576.29,"97.75,31.27",2013-10-1,0.68,0.775,8.53,3.0,38.485,11.9,38.485
11540,7.81,8.0,0.54,1.03,0.12,77.42,-2.95,0.8,275.91,75.75,61445.16,"99.34,31.35",2013-10-1,0.54,1.2875,8.0,3.0,38.71,11.157142857142857,38.71
11550,9.03,9.31,0.88,0.99,0.12,83.76,-3.12,-2.4,276.55,72.75,62569.56,"100.93,31.42",2013-10-1,0.88,1.2375,9.31,3.0,41.88,12.899999999999999,41.88
11560,23.22,24.96,4.08,1.49,0.2,83.29,-0.23,-1.32,274.64,88.73,62122.77,"102.53,31.46",2013-10-1,4.08,1.8625,24.96,5.0,41.645,33.17142857142857,41.645
11570,62.66,76.95,18.74,15.2,0.56,81.91,0.03,0.87,290.36,57.69,88002.34,"104.12,31.48",2013-10-1,18.74,19.0,63.475,14.000000000000002,40.955,84.57499999999999,84.57499999999999
11580,59.87,72.37,13.59,10.74,0.63,70.75,-0.21,-2.88,295.34,48.28,95963.8,"105.72,31.48",2013-10-1,13.59,13.425,61.185,15.75,35.375,81.0875,81.0875
11590,77.03,89.82,33.75,19.36,0.67,53.35,-2.05,2.33,294.03,52.6,95191.1,"107.31,31.46",2013-10-1,33.75,24.2,69.91,16.75,26.675,102.5375,102.5375
11600,51.62,56.02,22.4,4.99,0.32,84.73,-0.11,-1.82,290.84,52.87,89271.83,"108.91,31.42",2013-10-1,22.4,6.237500000000001,53.010000000000005,8.0,42.365,70.775,70.775
11610,44.0,47.53,18.17,2.68,0.27,90.0,0.92,-2.38,289.74,50.84,85953.9,"110.5,31.36",2013-10-1,18.17,3.35,47.53,6.75,45.0,61.25,61.25
11620,76.73,89.33,87.86,29.0,0.59,84.6,0.38,0.4,294.69,59.19,99042.07,"112.09,31.28",2013-10-1,68.93,36.25,69.66499999999999,14.75,42.3,102.16250000000001,102.16250000000001
11630,63.42,80.63,14.25,29.68,0.51,96.04,-1.31,-0.43,294.41,65.34,101118.21,"113.68,31.18",2013-10-1,14.25,37.1,65.315,12.75,48.02,85.525,85.525
11640,35.72,41.56,10.04,10.41,0.36,86.93,-2.04,-1.35,292.99,60.51,97291.92,"115.26,31.06",2013-10-1,10.04,13.0125,41.56,9.0,43.465,50.9,50.9
11650,38.97,52.05,10.13,11.83,0.48,69.4,-1.66,-3.37,293.96,69.02,100684.12,"116.84,30.92",2013-10-1,10.13,14.7875,51.025,12.0,34.7,54.9625,54.9625
11660,49.12,72.6,13.76,28.02,0.89,73.09,-1.47,-1.79,293.59,71.14,101115.95,"118.41,30.76",2013-10-1,13.76,35.025,61.3,22.25,36.545,67.65,67.65
11670,40.99,58.69,14.58,38.02,0.63,66.96,0.53,-4.15,293.93,73.22,100391.84,"119.98,30.58",2013-10-1,14.58,47.525000000000006,54.345,15.75,33.48,57.487500000000004,57.487500000000004
11680,24.77,25.8,2.44,0.38,0.2,84.79,6.99,4.03,272.83,83.85,54769.14,"83.18,29.68",2013-10-1,2.44,0.475,25.8,5.0,42.395,35.385714285714286,42.395
11690,21.42,22.35,1.97,0.28,0.19,84.92,7.44,0.78,270.15,85.59,51000.18,"84.72,29.95",2013-10-1,1.97,0.35000000000000003,22.35,4.75,42.46,30.6,42.46
11700,14.61,15.35,1.29,0.22,0.17,89.24,6.48,-0.74,272.07,79.22,52413.72,"86.26,30.19",2013-10-1,1.29,0.275,15.35,4.25,44.62,20.87142857142857,44.62
11710,10.9,11.44,0.87,0.24,0.15,88.55,2.41,1.75,272.31,92.03,53123.31,"87.81,30.42",2013-10-1,0.87,0.3,11.44,3.75,44.275,15.571428571428573,44.275
11720,10.48,10.94,0.84,0.26,0.14,91.76,0.67,2.52,272.47,95.02,54118.58,"89.37,30.63",2013-10-1,0.84,0.325,10.94,3.5000000000000004,45.88,14.971428571428572,45.88
11730,11.0,11.4,1.22,0.28,0.13,95.86,-4.28,2.52,277.28,89.37,57176.77,"90.94,30.82",2013-10-1,1.22,0.35000000000000003,11.4,3.25,47.93,15.714285714285715,47.93
11740,15.26,15.74,1.71,0.35,0.14,92.57,-1.74,6.54,272.15,90.06,55042.82,"92.51,30.99",2013-10-1,1.71,0.4375,15.74,3.5000000000000004,46.285,21.8,46.285
11750,14.02,14.43,1.68,0.47,0.13,90.2,-1.88,3.95,273.14,82.56,56922.33,"94.09,31.14",2013-10-1,1.68,0.5874999999999999,14.43,3.25,45.1,20.02857142857143,45.1
11760,8.26,8.47,0.72,0.55,0.12,83.26,-2.07,0.59,274.37,80.59,58802.61,"95.68,31.27",2013-10-1,0.72,0.6875,8.47,3.0,41.63,11.8,41.63
11770,8.37,8.57,0.7,0.68,0.12,78.53,-1.39,0.64,276.66,69.87,60523.59,"97.26,31.38",2013-10-1,0.7,0.8500000000000001,8.57,3.0,39.265,11.957142857142856,39.265
11780,6.53,6.68,0.4,1.12,0.12,77.33,-2.78,-1.98,277.23,67.92,62160.67,"98.86,31.47",2013-10-1,0.4,1.4000000000000001,6.68,3.0,38.665,9.32857142857143,38.665
11790,8.94,9.16,0.64,1.15,0.12,79.6,-0.78,-0.87,276.82,76.38,63588.61,"100.45,31.54",2013-10-1,0.64,1.4375,9.16,3.0,39.8,12.77142857142857,39.8
11800,16.53,17.21,3.41,1.32,0.16,76.61,0.55,-1.72,281.03,67.04,68748.44,"102.04,31.58",2013-10-1,3.41,1.6500000000000001,17.21,4.0,38.305,23.614285714285717,38.305
11810,39.2,43.46,8.58,3.52,0.3,80.3,-0.49,-1.66,280.4,81.38,72705.98,"103.64,31.61",2013-10-1,8.58,4.4,43.46,7.5,40.15,55.25,55.25
11820,52.41,62.95,11.47,7.77,0.52,76.36,-0.47,-2.57,294.8,49.86,95062.14,"105.24,31.62",2013-10-1,11.47,9.712499999999999,56.475,13.0,38.18,71.76249999999999,71.76249999999999
11830,69.59,81.77,22.04,12.72,0.66,67.02,-1.64,0.75,294.9,49.65,96036.09,"106.84,31.61",2013-10-1,22.04,15.9,65.88499999999999,16.5,33.51,93.23750000000001,93.23750000000001
11840,53.02,57.47,22.53,4.9,0.32,85.7,-0.98,-0.44,290.87,54.05,89561.36,"108.43,31.57",2013-10-1,22.53,6.125,53.735,8.0,42.85,72.525,72.525
11850,48.77,52.56,19.89,3.07,0.29,89.6,0.45,-1.87,286.58,60.32,82619.59,"110.03,31.52",2013-10-1,19.89,3.8375,51.28,7.249999999999999,44.8,67.2125,67.2125
11860,63.18,70.13,38.52,5.81,0.4,94.03,1.5,-0.83,293.09,58.62,94172.21,"111.62,31.44",2013-10-1,38.52,7.262499999999999,60.065,10.0,47.015,85.225,85.225
11870,51.17,62.78,16.13,19.59,0.43,99.61,0.37,0.11,293.81,64.29,99468.44,"113.21,31.35",2013-10-1,16.13,24.4875,56.39,10.75,49.805,70.2125,70.2125
11880,47.1,54.56,12.28,18.29,0.42,90.42,-0.71,-1.01,294.19,62.09,100780.5,"114.8,31.23",2013-10-1,12.28,22.862499999999997,52.28,10.5,45.21,65.125,65.125
11890,28.45,35.36,6.85,5.8,0.3,85.02,-0.99,-1.94,289.71,73.61,92920.57,"116.38,31.1",2013-10-1,6.85,7.25,35.36,7.5,42.51,40.642857142857146,42.51
11900,55.34,88.27,20.89,36.22,1.13,60.84,-1.8,-1.65,293.43,72.07,101053.95,"117.96,30.94",2013-10-1,20.89,45.275,69.13499999999999,28.249999999999996,30.42,75.42500000000001,75.42500000000001
